clust_id,clust_rep,new_Kingdom,new_Phylum,new_Class,new_Order,new_Family,new_Genus,new_Species,problematic_tax
15347,JX227385.1.1517,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
15348,JX227431.1.1521,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
15351,JX227621.1.1520,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59/Steroidobacterales,uncultured bacterium/Woeseiaceae,uncultured bacterium/Woeseia,uncultured bacteriumWoeseia bacterium(1),Disc.Ord_AT-s2-59/Steroidobacterales(2)
15365,JX294353.1.1444,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
15393,JX457480.72521.73999,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/Monomorphina aenigmatica,Ambiguous_taxa/Monomorphina aenigmatica,Ambiguous_taxaMonomorphina aenigmatica Ambiguous_taxa/aenigmatica(2),Disc.Fam_Ambiguous_taxa/Monomorphina aenigmatica(2)
154,ATFB01000046.168629.170172,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae/MB19/JI49D030,Aeromonas/uncultured bacterium/uncultured Aeromonas sp.,Aeromonasuncultured bacteriumuncultured Aeromonas sp. Ambiguous_taxa/bacterium/caviae/veronii/NLAE-zl-C395/sp./B21/P4613(8),Disc.Fam_Aeromonadaceae/MB19/JI49D030(3)
1540,AACY023938188.20.1536,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,marine metagenome/uncultured bacterium,marine metagenome/uncultured bacterium,marine metagenomeuncultured bacterium metagenome/bacterium(2),Disc.Fam_marine metagenome/uncultured bacterium(2)
15434,JX525013.1.1430,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,uncultured SAR86 cluster bacterium/uncultured marine bacterium,uncultured SAR86 cluster bacterium/uncultured marine bacterium,uncultured SAR86 cluster bacteriumuncultured marine bacterium bacterium(1),Disc.Fam_uncultured SAR86 cluster bacterium/uncultured marine bacterium(2)
15466,JX879050.1.1435,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II/Clade I,uncultured bacterium/uncultured,uncultured bacteriumuncultured bacterium(1),Disc.Fam_Clade II/Clade I(2)
15527,JYMV01003532.4729.6284,Bacteria,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
15533,JZQX01000151.3904.5412,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Ambiguous_taxa/Fimbriimonadaceae,Ambiguous_taxa/uncultured anaerobic ammonium-oxidizing bacterium,Ambiguous_taxauncultured anaerobic ammonium-oxidizing bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/Fimbriimonadaceae(2)
15577,KC172228.1.1517,Bacteria,Acidobacteria,Subgroup 6,Ambiguous_taxa/uncultured Acidobacterium sp.,Ambiguous_taxa/uncultured Acidobacterium sp.,Ambiguous_taxa/uncultured Acidobacterium sp.,Ambiguous_taxauncultured Acidobacterium sp. Ambiguous_taxa/sp.(2),Disc.Ord_Ambiguous_taxa/uncultured Acidobacterium sp.(2)
15622,KC305867.1.1422,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales/Rhizobiales,Rhodobacteraceae/Rhizobiaceae,uncultured/Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,unculturedAllorhizobium-Neorhizobium-Pararhizobium-Rhizobium bacterium(1),Disc.Ord_Rhodobacterales/Rhizobiales(2)
15631,KC331360.1.1495,Bacteria,FBP,uncultured bacterium/uncultured soil bacterium,uncultured bacterium/uncultured soil bacterium,uncultured bacterium/uncultured soil bacterium,uncultured bacterium/uncultured soil bacterium,uncultured bacteriumuncultured soil bacterium bacterium(1),Disc.Class_)uncultured bacterium/uncultured soil bacterium(2)
15639,KC331579.1.1487,Bacteria,Acidobacteria,Subgroup 5,uncultured bacterium/uncultured Acidobacteria bacterium,uncultured bacterium/uncultured Acidobacteria bacterium,uncultured bacterium/uncultured Acidobacteria bacterium,uncultured bacteriumuncultured Acidobacteria bacterium bacterium(1),Disc.Ord_uncultured bacterium/uncultured Acidobacteria bacterium(2)
15640,KC331585.1.1515,Bacteria,Acidobacteria,Subgroup 6,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Ord_Ambiguous_taxa/uncultured bacterium(2)
15641,KC331601.1.1508,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae/67-14,Conexibacter/Ambiguous_taxa,ConexibacterAmbiguous_taxa bacterium/Ambiguous_taxa(2),Disc.Fam_Solirubrobacteraceae/67-14(2)
15657,KC425486.1.1453,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
1568,AF371788.1.1437,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae/Lachnospiraceae,Ruminococcaceae UCG-005/[Eubacterium] oxidoreducens group,Ruminococcaceae UCG-005[Eubacterium] oxidoreducens group bacterium(1),Disc.Fam_Ruminococcaceae/Lachnospiraceae(2)
15680,KC488584.1.1370,Archaea,Euryarchaeota,Thermoplasmata,Marine Group II,Ambiguous_taxa/uncultured marine archaeon,Ambiguous_taxa/uncultured marine archaeon,Ambiguous_taxauncultured marine archaeon Ambiguous_taxa/archaeon(2),Disc.Fam_Ambiguous_taxa/uncultured marine archaeon(2)
15685,KC509524.120968.122452,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
15747,KC583007.1.1805,Eukaryota,SAR,Stramenopiles,MAST-4,Ambiguous_taxa/uncultured stramenopile,Ambiguous_taxa/uncultured stramenopile,Ambiguous_taxauncultured stramenopile Ambiguous_taxa/stramenopile(2),Disc.Fam_Ambiguous_taxa/uncultured stramenopile(2)
15797,KC771184.1.1798,Eukaryota,SAR,Stramenopiles,Ochrophyta,Bacillariophyceae/Ambiguous_taxa,Rhaphoneis/Ambiguous_taxa,RhaphoneisAmbiguous_taxa eukaryote/Ambiguous_taxa(2),Disc.Fam_Bacillariophyceae/Ambiguous_taxa(2)
15798,KC771189.1.1788,Eukaryota,SAR,Stramenopiles,Ochrophyta,Bacillariophytina/Bacillariophyceae,Bacillariophyceae/Fragilariopsis,BacillariophyceaeFragilariopsis eukaryote(1),Disc.Fam_Bacillariophytina/Bacillariophyceae(2)
15808,KC835922.1.1493,Bacteria,Proteobacteria/Acidobacteria,Gammaproteobacteria/Holophagae,Betaproteobacteriales/Holophagales,Burkholderiaceae/Holophagaceae,uncultured,uncultured bacterium(1),Disc.Phy_)Proteobacteria/Acidobacteria(2)
15817,KC845974.1.1501,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae/Lachnospiraceae,uncultured/XBB1006,unculturedXBB1006 bacterium(1),Disc.Fam_Syntrophomonadaceae/Lachnospiraceae(2)
15868,KF037402.1.1464,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
159,AJ295654.1.1508,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales/Enterobacteriales,Aeromonadaceae/Enterobacteriaceae,Aeromonas/Escherichia-Shigella,AeromonasEscherichia-Shigella KF/GS-JG36-20/Ambiguous_taxa/bacterium/salmonicida/hydrophila/sp./whitefish)/GC11(2011)(8),Disc.Ord_Aeromonadales/Enterobacteriales(2)
1608,BBPB01022555.40147.42150,Bacteria,Proteobacteria/Ambiguous_taxa,Alphaproteobacteria/Ambiguous_taxa,Rickettsiales/Ambiguous_taxa,Mitochondria/Ambiguous_taxa,Ambiguous_taxa/Betula platyphylla/Morus alba var. alba,Ambiguous_taxaBetula platyphyllaMorus alba var. alba Ambiguous_taxa/platyphylla/alba(3),Disc.Phy_)Proteobacteria/Ambiguous_taxa(2)
16120,KF851147.1.1390,Bacteria,Proteobacteria,Gammaproteobacteria,KF-JG30-C25,uncultured gamma proteobacterium/uncultured bacterium,uncultured gamma proteobacterium/uncultured bacterium,uncultured gamma proteobacteriumuncultured bacterium proteobacterium/bacterium(2),Disc.Fam_uncultured gamma proteobacterium/uncultured bacterium(2)
16127,KF900330.11595.13064,Archaea,Euryarchaeota,Thermoplasmata,Marine Group II,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxauncultured archaeon Ambiguous_taxa/archaeon(2),Disc.Fam_Ambiguous_taxa/uncultured archaeon(2)
16187,KJ191828.1.1462,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae/uncultured,Candidatus Koribacter/uncultured Acidobacteriaceae bacterium,Candidatus Koribacteruncultured Acidobacteriaceae bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Koribacteraceae/uncultured(2)
16188,KJ191839.1.1475,Bacteria,Acidobacteria,Acidobacteriia,Subgroup 2,Ambiguous_taxa/uncultured Acidobacteria bacterium,Ambiguous_taxa/uncultured Acidobacteria bacterium,Ambiguous_taxauncultured Acidobacteria bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured Acidobacteria bacterium(2)
16192,KJ191930.1.1461,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/Dicranum scoparium,Ambiguous_taxa/Dicranum scoparium,Ambiguous_taxaDicranum scoparium Ambiguous_taxa/scoparium(2),Disc.Fam_Ambiguous_taxa/Dicranum scoparium(2)
16194,KJ191937.1.1458,Bacteria,Chloroflexi,TK10,uncultured Caldilineae bacterium/uncultured Dehalogenimonas sp.,uncultured Caldilineae bacterium/uncultured Dehalogenimonas sp.,uncultured Caldilineae bacterium/uncultured Dehalogenimonas sp.,uncultured Caldilineae bacteriumuncultured Dehalogenimonas sp. bacterium/sp.(2),Disc.Ord_uncultured Caldilineae bacterium/uncultured Dehalogenimonas sp.(2)
16218,KJ476553.1.954,Archaea,Euryarchaeota,Thermococci,Methanofastidiosales,Ambiguous_taxa/uncultured archaeon,uncultured archaeon,uncultured archaeon archaeon(1),Disc.Fam_Ambiguous_taxa/uncultured archaeon(2)
1625,CR933131.2.1371,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales/Sphingobacteriales,009E01-B-SD-P15/Lentimicrobiaceae,uncultured bacterium,uncultured bacterium bacterium(1),Disc.Ord_Bacteroidales/Sphingobacteriales(2)
16255,KJ650735.1.1552,Bacteria,Nitrospirae,Thermodesulfovibrionia,uncultured,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
16264,KJ716858.1.1811,Eukaryota,SAR,Stramenopiles,Peronosporomycetes,Ambiguous_taxa/Pythium,Ambiguous_taxa/uncultured Pythium,Ambiguous_taxauncultured Pythium Ambiguous_taxa/Pythium(2),Disc.Fam_Ambiguous_taxa/Pythium(2)
16275,KJ750921.1.1366,Bacteria,Chloroflexi,KD4-96,uncultured Chloroflexi bacterium/uncultured bacterium,uncultured Chloroflexi bacterium/uncultured bacterium,uncultured Chloroflexi bacterium/uncultured bacterium,uncultured Chloroflexi bacteriumuncultured bacterium bacterium(1),Disc.Ord_uncultured Chloroflexi bacterium/uncultured bacterium(2)
163,GAYR01026362.62.2014,Bacteria,Proteobacteria,Alphaproteobacteria/Gammaproteobacteria,Rickettsiales/Pseudomonadales,Mitochondria/Moraxellaceae,Solanum melongena (eggplant)/Enhydrobacter,Solanum melongena (eggplant)Enhydrobacter (eggplant)/osloensis/metagenome/proteobacterium/Ambiguous_taxa/bacterium/F43/sp./vulgaris(9),Disc.Class_)Alphaproteobacteria/Gammaproteobacteria(2)
16305,KJ763306.1.1784,Eukaryota,SAR,Rhizaria,Retaria,Ambiguous_taxa/Acantharia,Ambiguous_taxa/uncultured eukaryote,Ambiguous_taxauncultured eukaryote Ambiguous_taxa/eukaryote(2),Disc.Fam_Ambiguous_taxa/Acantharia(2)
16307,KJ763520.1.1810,Eukaryota,SAR,Stramenopiles,MAST-3,MAST-3B/MAST-3D,uncultured eukaryote/Ambiguous_taxa,uncultured eukaryoteAmbiguous_taxa eukaryote/Ambiguous_taxa(2),Disc.Fam_MAST-3B/MAST-3D(2)
1632,DQ008720.1.2090,Bacteria,Proteobacteria/Ambiguous_taxa,Alphaproteobacteria/Ambiguous_taxa,Rickettsiales/Ambiguous_taxa,Mitochondria/Ambiguous_taxa,Sanguinaria canadensis (red puccoon)/Macadamia integrifolia/Nelumbo nucifera/Ambiguous_taxa/Platanus occidentalis/Petrophile canescens/Dicentra sp. Qiu 95026,Sanguinaria canadensis (red puccoon)Macadamia integrifoliaNelumbo nuciferaAmbiguous_taxaPlatanus occidentalisPetrophile canescensDicentra sp. Qiu 95026 puccoon)/integrifolia/nucifera/Ambiguous_taxa/occidentalis/canescens/95026(7),Disc.Phy_)Proteobacteria/Ambiguous_taxa(2)
16328,KJ808135.1.1516,Bacteria,Acidobacteria,Subgroup 6,uncultured bacterium/Ambiguous_taxa,uncultured bacterium/Ambiguous_taxa,uncultured bacterium/Ambiguous_taxa,uncultured bacteriumAmbiguous_taxa bacterium/Ambiguous_taxa(2),Disc.Ord_uncultured bacterium/Ambiguous_taxa(2)
1637,DQ447648.1.2185,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Ambiguous_taxa/Chlamydomonadales/Chlorophyceae,Ambiguous_taxa/Dunaliella/uncultured Dunaliella,Ambiguous_taxaDunaliellauncultured Dunaliella Ambiguous_taxa/salina/Dunaliella(3),Disc.Fam_Ambiguous_taxa/Chlamydomonadales/Chlorophyceae(3)
16370,KM018323.1.1443,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),Ambiguous_taxa/candidate division SR1 bacterium taxon 345,Ambiguous_taxa/candidate division SR1 bacterium taxon 345,Ambiguous_taxacandidate division SR1 bacterium taxon 345 Ambiguous_taxa/345(2),Disc.Fam_Ambiguous_taxa/candidate division SR1 bacterium taxon 345(2)
16384,KM020127.1.1762,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Chlamydomonadales/Ambiguous_taxa,Gonium/Ambiguous_taxa,GoniumAmbiguous_taxa Ambiguous_taxa(1),Disc.Fam_Chlamydomonadales/Ambiguous_taxa(2)
16416,KM200371.1.1496,Bacteria,Acidobacteria,Acidobacteriia,Subgroup 2,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
16424,KM200749.1.1515,Bacteria,Acidobacteria,Subgroup 6,Ambiguous_taxa/uncultured Acidobacteria bacterium,Ambiguous_taxa/uncultured Acidobacteria bacterium,Ambiguous_taxa/uncultured Acidobacteria bacterium,Ambiguous_taxauncultured Acidobacteria bacterium Ambiguous_taxa/bacterium(2),Disc.Ord_Ambiguous_taxa/uncultured Acidobacteria bacterium(2)
1646,EF097427.1.1395,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Ruminococcaceae,Lachnospiraceae UCG-001/Lachnospiraceae NK4A136 group/Ruminiclostridium 5/Lachnoclostridium,Lachnospiraceae UCG-001Lachnospiraceae NK4A136 groupRuminiclostridium 5Lachnoclostridium bacterium(1),Disc.Fam_Lachnospiraceae/Ruminococcaceae(2)
16463,KM356268.1.1516,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,Ambiguous_taxa/uncultured Thioalkalivibrio sp.,Ambiguous_taxa/uncultured Thioalkalivibrio sp.,Ambiguous_taxauncultured Thioalkalivibrio sp. Ambiguous_taxa/sp.(2),Disc.Fam_Ambiguous_taxa/uncultured Thioalkalivibrio sp.(2)
16487,KM462866.209336.211146,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Pseudochlorella signiensis/uncultured bacterium,Pseudochlorella signiensis/uncultured bacterium,Pseudochlorella signiensisuncultured bacterium signiensis/bacterium(2),Disc.Fam_Pseudochlorella signiensis/uncultured bacterium(2)
1651,EF574861.1.1448,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/uncultured bacterium/uncultured marine eukaryote,Ambiguous_taxa/uncultured bacterium/uncultured marine eukaryote,Ambiguous_taxauncultured bacteriumuncultured marine eukaryote Ambiguous_taxa/bacterium/eukaryote(3),Disc.Fam_Ambiguous_taxa/uncultured bacterium/uncultured marine eukaryote(3)
16531,KM820472.1.1497,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae/Saccharospirillaceae,Alcanivorax/Oleibacter,AlcanivoraxOleibacter bacterium(1),Disc.Fam_Alcanivoracaceae/Saccharospirillaceae(2)
16537,KM823731.1.1505,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
16539,KM875610.1.1486,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae/Ambiguous_taxa,Halanaeroarchaeum/Ambiguous_taxa,HalanaeroarchaeumAmbiguous_taxa sulfurireducens/Ambiguous_taxa(2),Disc.Fam_Halobacteriaceae/Ambiguous_taxa(2)
16591,KP306732.1.1524,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae/KD3-10,Hyalangium/uncultured Archangiaceae bacterium,Hyalangiumuncultured Archangiaceae bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Archangiaceae/KD3-10(2)
166,LMQX01000012.221.1761,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae/Burkholderiaceae,Methylophilus/Herminiimonas/Methylotenera,MethylophilusHerminiimonasMethylotenera Leaf459/Ambiguous_taxa/bacterium(3),Disc.Fam_Methylophilaceae/Burkholderiaceae(2)
1670,EU507529.1.1407,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae/Lachnospiraceae,Ruminococcaceae UCG-009/Lachnospiraceae NC2004 group,Ruminococcaceae UCG-009Lachnospiraceae NC2004 group bacterium(1),Disc.Fam_Ruminococcaceae/Lachnospiraceae(2)
16719,KR514379.1.1435,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae/Lachnospiraceae,Ruminococcaceae UCG-005/[Eubacterium] oxidoreducens group,Ruminococcaceae UCG-005[Eubacterium] oxidoreducens group bacterium(1),Disc.Fam_Ruminococcaceae/Lachnospiraceae(2)
16750,KT182611.1.1456,Bacteria,Chloroflexi,Anaerolineae,1-20,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
16754,KT223229.1.1435,Bacteria,Chloroflexi,Dehalococcoidia,uncultured bacterium/SPG12-461-471-B8,uncultured bacterium,uncultured bacterium,uncultured bacterium bacterium(1),Disc.Ord_uncultured bacterium/SPG12-461-471-B8(2)
16767,KT277635.1.1160,Archaea,Euryarchaeota,Thermoplasmata,Marine Benthic Group D and DHVEG-1,uncultured eukaryote/uncultured archaeon,uncultured eukaryote/uncultured archaeon,uncultured eukaryoteuncultured archaeon eukaryote/archaeon(2),Disc.Fam_uncultured eukaryote/uncultured archaeon(2)
16802,KT748590.1.1542,Bacteria,Proteobacteria,Gammaproteobacteria,MBMPE27,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
16811,KT833114.1.1397,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales/Vibrionales,Enterobacteriaceae/Vibrionaceae,Arsenophonus/Vibrio,ArsenophonusVibrio sp./variegatus(2),Disc.Ord_Enterobacteriales/Vibrionales(2)
16813,KT834660.1.1500,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,Ambiguous_taxa/uncultured sludge bacterium,Ambiguous_taxa/uncultured sludge bacterium,Ambiguous_taxauncultured sludge bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured sludge bacterium(2)
16828,KT894204.1983761.1985674,Bacteria,Ambiguous_taxa/Proteobacteria,Ambiguous_taxa/Alphaproteobacteria,Ambiguous_taxa/Rickettsiales,Ambiguous_taxa/Mitochondria,Corchorus capsularis,Corchorus capsularis capsularis(1),Disc.Phy_)Ambiguous_taxa/Proteobacteria(2)
1684,EU802901.1.1499,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,uncultured bacterium/Ambiguous_taxa/uncultured gamma proteobacterium/unidentified marine bacterioplankton,uncultured bacterium/Ambiguous_taxa/uncultured gamma proteobacterium/unidentified marine bacterioplankton,uncultured bacteriumAmbiguous_taxauncultured gamma proteobacteriumunidentified marine bacterioplankton bacterium/Ambiguous_taxa/proteobacterium/bacterioplankton(4),Disc.Fam_uncultured bacterium/Ambiguous_taxa/uncultured gamma proteobacterium/unidentified marine bacterioplankton(4)
1692,FJ799120.1.1498,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae/Paludibacteraceae,Macellibacteroides/Paludibacter,MacellibacteroidesPaludibacter BA32/bacterium(2),Disc.Fam_Tannerellaceae/Paludibacteraceae(2)
16921,KU641021.135779.137270,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/Swertia japonica,Ambiguous_taxa/Swertia japonica,Ambiguous_taxaSwertia japonica Ambiguous_taxa/japonica(2),Disc.Fam_Ambiguous_taxa/Swertia japonica(2)
